date_rec|time_rec|username|n
2020-05-31|13:38:28|argonaaut_|6
2020-05-31|13:48:19|argonaaut_|6
2020-05-31|15:14:02|argonaaut_|6
2020-05-31|15:27:19|argonaaut_|6
2020-05-31|16:34:23|argonaaut_|6
2020-05-31|18:16:52|angeluvcth|6
2020-05-31|20:37:26|emmalangevinxo|6
2020-05-31|20:40:32|benjaminpdixon|6
2020-05-31|22:32:08|ceeshshell|6
2020-06-01|00:09:34|chrisishh|6
2020-06-01|00:22:52|chrisklemens|6
2020-06-01|03:49:09|argonaaut_|6
2020-06-01|03:49:31|argonaaut_|6
2020-06-01|03:54:16|argonaaut_|6
2020-06-01|04:36:32|harllls_|6
2020-06-01|05:25:23|pmssabotage|6
2020-06-01|07:51:10|argonaaut_|6
2020-06-01|07:57:07|the_full_octave|6
2020-06-01|08:03:21|the_full_octave|6
2020-06-01|08:38:24|diko_van|6
2020-06-01|09:15:13|privelvet|6
2020-06-01|09:27:26|argonaaut_|6
2020-06-01|09:28:26|argonaaut_|6
2020-06-01|12:30:23|caslernoel|6
2018-06-02|10:32:23|diko_van|5
2018-06-02|10:48:46|diko_van|5
2018-07-15|09:52:27|doomisgod|5
2018-08-03|13:20:48|diko_van|5
2019-11-15|15:51:53|jake__stark|5
2019-12-24|02:21:15|argonaaut_|5
2020-01-07|01:47:00|argonaaut_|5
2020-02-08|12:05:44|secretmoments13|5
2020-03-04|13:32:28|argonaaut_|5
2020-03-07|13:15:21|argonaaut_|5
2020-03-21|12:18:08|argonaaut_|5
2020-03-22|10:07:30|argonaaut_|5
2020-03-24|05:13:43|argonaaut_|5
2020-03-25|12:29:51|argonaaut_|5
2020-03-29|17:16:34|argonaaut_|5
2020-04-01|14:10:07|argonaaut_|5
2020-04-04|03:17:43|argonaaut_|5
2020-04-04|05:15:38|argonaaut_|5
2020-04-06|15:49:44|argonaaut_|5
2020-04-16|02:15:56|argonaaut_|5
2020-04-16|02:21:41|argonaaut_|5
2020-04-16|02:28:52|argonaaut_|5
2020-04-21|03:22:57|argonaaut_|5
2020-04-23|07:38:50|argonaaut_|5
2020-04-23|07:40:11|argonaaut_|5
2020-04-23|07:42:18|argonaaut_|5
2020-04-23|16:00:05|s3rgiogonzalez|5
2020-04-24|01:21:30|argonaaut_|5
2020-04-25|16:11:48|argonaaut_|5
2020-04-26|09:50:45|argonaaut_|5
2020-04-26|13:11:47|argonaaut_|5
2020-04-26|13:24:31|argonaaut_|5
2020-04-26|13:26:15|argonaaut_|5
2020-05-01|06:20:22|argonaaut_|5
2020-05-06|03:27:41|argonaaut_|5
2020-05-10|03:03:56|argonaaut_|5
2020-05-10|05:03:41|argonaaut_|5
2020-05-10|10:12:50|argonaaut_|5
2020-05-11|13:32:36|argonaaut_|5
2020-05-11|16:20:08|argonaaut_|5
2020-05-12|04:09:56|argonaaut_|5
2020-05-12|08:48:17|argonaaut_|5
2020-05-12|16:14:53|argonaaut_|5
2020-05-13|02:19:29|argonaaut_|5
2020-05-13|05:48:22|argonaaut_|5
2020-05-13|12:01:59|argonaaut_|5
2020-05-13|12:06:44|argonaaut_|5
2020-05-13|12:18:59|argonaaut_|5
2020-05-13|12:35:17|argonaaut_|5
2020-05-13|13:07:33|argonaaut_|5
2020-05-14|16:45:02|argonaaut_|5
2020-05-15|03:40:28|argonaaut_|5
2020-05-15|03:43:09|argonaaut_|5
2020-05-15|05:43:40|argonaaut_|5
2020-05-15|05:46:30|argonaaut_|5
2020-05-15|13:22:34|argonaaut_|5
2020-05-15|15:00:21|argonaaut_|5
2020-05-15|15:01:32|argonaaut_|5
2020-05-15|15:03:42|argonaaut_|5
2020-05-15|15:08:25|argonaaut_|5
2020-05-15|15:09:02|argonaaut_|5
2020-05-15|16:37:36|argonaaut_|5
2020-05-15|16:46:47|argonaaut_|5
2020-05-16|06:44:02|argonaaut_|5
2020-05-16|06:48:05|argonaaut_|5
2020-05-16|06:49:22|argonaaut_|5
2020-05-16|06:50:54|argonaaut_|5
2020-05-16|07:21:14|argonaaut_|5
2020-05-16|14:08:08|argonaaut_|5
2020-05-16|16:52:37|argonaaut_|5
2020-05-17|03:51:49|argonaaut_|5
2020-05-18|12:33:52|argonaaut_|5
2020-05-18|16:01:04|argonaaut_|5
2020-05-19|02:35:48|argonaaut_|5
2020-05-19|11:58:17|argonaaut_|5
2020-05-20|02:12:24|argonaaut_|5
2020-05-21|10:24:01|argonaaut_|5
2020-05-22|19:33:10|stopriots2020|5
2020-05-22|19:35:00|stopriots2020|5
2020-05-23|02:31:05|argonaaut_|5
2020-05-23|13:48:41|stopriots2020|5
2020-05-23|13:58:26|stopriots2020|5
2020-05-23|15:15:23|argonaaut_|5
2020-05-23|15:18:25|argonaaut_|5
2020-05-25|05:18:38|argonaaut_|5
2020-05-25|12:43:40|stopriots2020|5
2020-05-26|13:37:45|stopriots2020|5
2020-05-27|02:28:33|argonaaut_|5
2020-05-27|02:55:49|argonaaut_|5
2020-05-27|02:58:21|argonaaut_|5
2020-05-27|05:58:02|blindingrep|5
2020-05-27|11:05:19|stopriots2020|5
2020-05-27|11:11:10|stopriots2020|5
2020-05-28|10:57:43|stopriots2020|5
2020-05-28|11:45:04|stopriots2020|5
2020-05-28|11:49:51|stopriots2020|5
2020-05-28|12:01:39|stopriots2020|5
2020-05-28|12:18:14|stopriots2020|5
2020-05-29|08:22:26|stopriots2020|5
2020-05-29|12:15:28|argonaaut_|5
2020-05-29|13:18:31|stopriots2020|5
2020-05-29|16:26:32|argonaaut_|5
2020-05-29|16:27:48|argonaaut_|5
2020-05-30|15:57:34|andymilonakis|5
2020-05-31|00:28:33|eltoncastee|5
2020-05-31|02:31:16|chrisklemens|5
2020-05-31|07:25:21|icecube|5
2020-05-31|07:28:00|omotolaxo|5
2020-05-31|09:38:51|eusoumike1|5
2020-05-31|18:14:41|dovecameron|5
2020-05-31|18:15:54|joshua4congress|5
2020-05-31|20:43:20|c4luml0ver|5
2020-05-31|23:10:33|1_yhoni|5
2020-06-01|00:14:50|sansund65139073|5
2020-06-01|02:42:40|elijahdaniel|5
2020-06-01|06:47:07|dergin404|5
2020-06-01|07:30:41|dxmolvrnxva|5
2020-06-01|08:05:21|dergin404|5
2020-06-01|08:26:33|koocuddles|5
2020-06-01|09:25:11|the_full_octave|5
2020-06-01|10:03:06|the_full_octave|5
2020-06-01|11:28:11|elijahdaniel|5
2020-06-01|12:15:11|kingcole_125|5
2018-06-02|11:52:40|diko_van|4
2019-01-03|14:29:51|diko_van|4
2019-03-15|03:31:56|diko_van|4
2019-03-17|15:32:45|diko_van|4
2019-10-26|09:04:56|argonaaut_|4
2019-11-13|01:32:43|lilnasx|4
2019-11-22|12:25:54|thenaomijon|4
2019-11-23|19:13:42|thenaomijon|4
2019-12-03|15:41:20|argonaaut_|4
2019-12-03|15:44:57|argonaaut_|4
2020-01-08|16:51:32|taylornation13|4
2020-01-08|17:37:04|e_thiccc|4
2020-02-04|16:10:53|argonaaut_|4
2020-03-01|12:35:06|argonaaut_|4
2020-03-08|14:47:20|argonaaut_|4
2020-03-10|16:05:09|argonaaut_|4
2020-03-16|11:16:01|argonaaut_|4
2020-03-22|08:56:57|argonaaut_|4
2020-03-22|09:38:14|argonaaut_|4
2020-03-27|05:50:11|argonaaut_|4
2020-03-27|13:15:38|argonaaut_|4
2020-03-27|13:17:21|argonaaut_|4
2020-03-27|13:20:41|argonaaut_|4
2020-03-31|08:05:10|argonaaut_|4
2020-03-31|08:06:49|argonaaut_|4
2020-03-31|17:16:31|argonaaut_|4
2020-04-04|16:48:47|argonaaut_|4
2020-04-09|09:39:06|argonaaut_|4
2020-04-13|10:46:29|argonaaut_|4
2020-04-14|13:12:32|argonaaut_|4
2020-04-15|16:57:02|argonaaut_|4
2020-04-16|02:26:43|argonaaut_|4
2020-04-16|14:08:33|argonaaut_|4
2020-04-17|13:02:15|argonaaut_|4
2020-04-18|13:11:10|argonaaut_|4
2020-04-18|13:12:35|argonaaut_|4
2020-04-19|03:48:29|argonaaut_|4
2020-04-19|08:16:03|argonaaut_|4
2020-04-20|02:19:27|argonaaut_|4
2020-04-20|02:33:25|argonaaut_|4
2020-04-21|02:15:39|argonaaut_|4
2020-04-22|02:15:20|argonaaut_|4
2020-04-23|08:01:07|argonaaut_|4
2020-04-24|01:20:36|argonaaut_|4
2020-04-24|12:16:30|argonaaut_|4
2020-04-27|02:12:05|argonaaut_|4
2020-04-30|14:18:09|argonaaut_|4
2020-05-02|08:19:20|argonaaut_|4
2020-05-03|03:31:47|argonaaut_|4
2020-05-03|14:33:49|argonaaut_|4
2020-05-03|16:20:54|argonaaut_|4
2020-05-04|02:48:22|argonaaut_|4
2020-05-06|20:50:36|stopriots2020|4
2020-05-06|20:50:41|stopriots2020|4
2020-05-06|20:50:48|stopriots2020|4
2020-05-06|20:51:14|stopriots2020|4
2020-05-06|20:51:24|stopriots2020|4
2020-05-06|20:51:31|stopriots2020|4
2020-05-06|20:52:29|stopriots2020|4
2020-05-06|20:52:54|stopriots2020|4
2020-05-06|20:53:00|stopriots2020|4
2020-05-06|20:53:14|stopriots2020|4
2020-05-06|20:53:44|stopriots2020|4
2020-05-06|20:53:53|stopriots2020|4
2020-05-06|20:55:03|stopriots2020|4
2020-05-06|20:55:45|stopriots2020|4
2020-05-06|20:56:20|stopriots2020|4
2020-05-06|20:56:31|stopriots2020|4
2020-05-06|20:56:40|stopriots2020|4
2020-05-06|20:57:07|stopriots2020|4
2020-05-06|20:58:17|stopriots2020|4
2020-05-06|20:58:29|stopriots2020|4
2020-05-06|20:58:47|stopriots2020|4
2020-05-08|09:43:53|argonaaut_|4
2020-05-10|03:01:36|argonaaut_|4
2020-05-11|01:55:21|argonaaut_|4
2020-05-11|16:19:31|argonaaut_|4
2020-05-12|04:10:34|argonaaut_|4
2020-05-12|16:11:04|argonaaut_|4
2020-05-13|05:14:41|argonaaut_|4
2020-05-13|06:01:37|argonaaut_|4
2020-05-13|06:08:53|argonaaut_|4
2020-05-13|12:11:59|argonaaut_|4
2020-05-13|12:12:59|argonaaut_|4
2020-05-13|12:17:36|argonaaut_|4
2020-05-14|12:55:43|argonaaut_|4
2020-05-14|13:00:20|argonaaut_|4
2020-05-14|13:06:59|argonaaut_|4
2020-05-14|16:44:02|argonaaut_|4
2020-05-15|01:31:56|argonaaut_|4
2020-05-15|03:12:54|argonaaut_|4
2020-05-15|03:36:38|argonaaut_|4
2020-05-15|03:37:48|argonaaut_|4
2020-05-15|03:44:21|argonaaut_|4
2020-05-15|04:57:32|argonaaut_|4
2020-05-16|06:27:40|argonaaut_|4
2020-05-16|06:41:31|argonaaut_|4
2020-05-16|06:56:19|argonaaut_|4
2020-05-17|12:47:59|argonaaut_|4
2020-05-18|01:42:32|argonaaut_|4
2020-05-18|02:53:56|argonaaut_|4
2020-05-18|12:06:13|argonaaut_|4
2020-05-18|16:11:33|argonaaut_|4
2020-05-20|02:13:57|argonaaut_|4
2020-05-21|10:26:41|argonaaut_|4
2020-05-21|10:31:10|argonaaut_|4
2020-05-22|08:26:11|argonaaut_|4
2020-05-22|11:02:34|argonaaut_|4
2020-05-22|19:33:37|stopriots2020|4
2020-05-23|05:50:19|argonaaut_|4
2020-05-23|05:51:57|argonaaut_|4
2020-05-23|14:48:51|argonaaut_|4
2020-05-25|05:31:47|argonaaut_|4
2020-05-25|14:08:12|stopriots2020|4
2020-05-26|06:35:55|argonaaut_|4
2020-05-26|11:37:03|argonaaut_|4
2020-05-26|14:07:46|stopriots2020|4
2020-05-27|10:20:21|stopriots2020|4
2020-05-27|11:08:39|stopriots2020|4
2020-05-27|12:59:21|stopriots2020|4
2020-05-28|04:16:57|argonaaut_|4
2020-05-28|11:39:21|stopriots2020|4
2020-05-28|11:44:20|stopriots2020|4
2020-05-28|12:11:02|stopriots2020|4
2020-05-28|12:18:38|stopriots2020|4
2020-05-28|16:02:41|stopriots2020|4
2020-05-28|17:37:13|argonaaut_|4
2020-05-28|17:39:52|anglersny2|4
2020-05-29|09:08:51|stopriots2020|4
2020-05-29|09:15:30|stopriots2020|4
2020-05-29|09:18:10|stopriots2020|4
2020-05-29|09:18:56|stopriots2020|4
2020-05-29|09:30:10|stopriots2020|4
2020-05-29|13:04:26|argonaaut_|4
2020-05-29|13:11:16|swiftinbs|4
2020-05-29|13:21:22|argonaaut_|4
2020-05-29|14:42:37|argonaaut_|4
2020-05-29|14:46:10|argonaaut_|4
2020-05-29|14:52:17|argonaaut_|4
2020-05-29|15:48:14|argonaaut_|4
2020-05-29|15:59:09|argonaaut_|4
2020-05-29|16:05:22|argonaaut_|4
2020-05-29|17:33:36|argonaaut_|4
2020-05-30|11:51:48|stopriots2020|4
2020-05-30|17:21:00|argonaaut_|4
2020-05-31|05:06:55|nick_k1aus|4
2020-05-31|09:55:04|argonaaut_|4
2020-05-31|10:08:20|argonaaut_|4
2020-05-31|10:23:29|semaj_htx|4
2020-05-31|11:39:18|argonaaut_|4
2020-05-31|11:55:24|argonaaut_|4
2020-05-31|13:43:29|argonaaut_|4
2020-05-31|19:29:39|finallevel|4
2020-05-31|21:04:03|breeee_lynnn|4
2020-05-31|21:10:02|chrisklemens|4
2020-05-31|22:26:47|dwuhlfelderlaw|4
2020-05-31|23:34:23|domtheb0mb|4
2020-06-01|01:10:44|crar2017|4
2020-06-01|01:56:44|chrisklemens|4
2020-06-01|02:21:56|shadowblast423|4
2020-06-01|02:24:27|argonaaut_|4
2020-06-01|02:52:41|gregstevens|4
2020-06-01|03:47:20|argonaaut_|4
2020-06-01|03:50:14|argonaaut_|4
2020-06-01|04:01:38|argonaaut_|4
2020-06-01|07:20:03|the_full_octave|4
2020-06-01|07:33:05|_popaboywillie|4
2020-06-01|07:48:38|the_full_octave|4
2020-06-01|08:06:29|the_full_octave|4
2020-06-01|08:09:10|dergin404|4
2020-06-01|08:22:02|the_full_octave|4
2020-06-01|08:22:25|argonaaut_|4
2020-06-01|08:44:05|argonaaut_|4
2020-06-01|08:44:22|jazzyjaiden|4
2020-06-01|09:01:47|diko_van|4
2020-06-01|09:07:17|argonaaut_|4
2020-06-01|09:07:43|argonaaut_|4
2020-06-01|09:12:27|argonaaut_|4
2020-06-01|09:57:30|the_full_octave|4
2020-06-01|10:07:45|dergin404|4
2020-06-01|10:11:01|dergin404|4
2020-06-01|11:38:08|earlxsweat|4
2020-06-01|11:52:12|sapphire9117|4
2020-06-01|11:54:10|outrage_art|4
2015-09-08|10:44:23|diko_van|3
2018-03-03|11:55:29|dgr_dave|3
2018-07-25|05:31:40|diko_van|3
2018-07-28|15:40:39|diko_van|3
2018-08-03|12:52:22|diko_van|3
2018-12-07|11:51:45|diko_van|3
2018-12-14|14:07:24|skinhub|3
2019-11-03|12:36:21|jenna_marbles|3
2019-11-28|18:34:17|jenna_marbles|3
2020-01-17|10:37:27|123fakeiid|3
2020-01-22|07:19:31|argonaaut_|3
2020-03-04|01:51:49|argonaaut_|3
2020-03-05|00:43:53|argonaaut_|3
2020-03-06|15:36:13|argonaaut_|3
2020-03-06|15:42:39|elonmusk|3
2020-03-06|18:04:36|mainpopgiri|3
2020-03-11|14:12:29|mcdonalds|3
2020-03-19|04:14:31|argonaaut_|3
2020-03-22|10:14:13|argonaaut_|3
2020-03-24|03:35:50|argonaaut_|3
2020-03-24|03:51:45|argonaaut_|3
2020-03-26|15:14:43|argonaaut_|3
2020-03-26|20:35:20|corneliastreift|3
2020-03-27|13:12:39|argonaaut_|3
2020-03-27|13:13:28|argonaaut_|3
2020-03-27|13:14:27|argonaaut_|3
2020-03-27|13:15:17|argonaaut_|3
2020-03-27|13:18:20|argonaaut_|3
2020-03-28|13:57:41|argonaaut_|3
2020-03-29|16:04:07|argonaaut_|3
2020-03-29|17:18:16|argonaaut_|3
2020-03-30|02:38:55|argonaaut_|3
2020-03-31|05:25:42|argonaaut_|3
2020-03-31|17:10:00|argonaaut_|3
2020-04-01|03:48:43|argonaaut_|3
2020-04-01|03:49:45|argonaaut_|3
2020-04-04|03:17:03|argonaaut_|3
2020-04-04|03:22:03|argonaaut_|3
2020-04-11|15:54:55|argonaaut_|3
2020-04-12|06:50:23|argonaaut_|3
2020-04-13|10:52:33|argonaaut_|3
2020-04-13|11:09:26|argonaaut_|3
2020-04-14|06:36:21|argonaaut_|3
2020-04-14|06:58:20|argonaaut_|3
2020-04-14|10:43:28|argonaaut_|3
2020-04-14|15:59:40|argonaaut_|3
2020-04-15|16:39:06|argonaaut_|3
2020-04-16|05:48:20|argonaaut_|3
2020-04-16|05:49:59|argonaaut_|3
2020-04-16|14:05:02|argonaaut_|3
2020-04-16|14:07:33|argonaaut_|3
2020-04-16|14:12:15|argonaaut_|3
2020-04-17|13:08:53|argonaaut_|3
2020-04-17|13:10:57|argonaaut_|3
2020-04-18|13:10:30|argonaaut_|3
2020-04-18|13:15:53|argonaaut_|3
2020-04-18|13:21:01|argonaaut_|3
2020-04-19|03:35:15|argonaaut_|3
2020-04-19|08:25:00|argonaaut_|3
2020-04-19|08:28:43|argonaaut_|3
2020-04-20|02:23:55|argonaaut_|3
2020-04-20|02:38:03|argonaaut_|3
2020-04-21|03:23:50|argonaaut_|3
2020-04-21|05:31:15|argonaaut_|3
2020-04-21|08:32:21|argonaaut_|3
2020-04-21|15:52:40|argonaaut_|3
2020-04-21|15:57:33|argonaaut_|3
2020-04-21|15:59:06|argonaaut_|3
2020-04-22|01:45:23|argonaaut_|3
2020-04-22|02:43:13|argonaaut_|3
2020-04-23|02:27:36|argonaaut_|3
2020-04-23|07:53:28|argonaaut_|3
2020-04-23|07:56:15|argonaaut_|3
2020-04-23|08:06:18|argonaaut_|3
2020-04-23|13:37:57|argonaaut_|3
2020-04-24|03:59:29|argonaaut_|3
2020-04-24|04:02:02|argonaaut_|3
2020-04-24|15:17:13|argonaaut_|3
2020-04-25|16:10:14|argonaaut_|3
2020-04-26|09:46:45|argonaaut_|3
2020-04-30|12:32:37|argonaaut_|3
2020-05-02|08:24:18|argonaaut_|3
2020-05-03|15:00:45|argonaaut_|3
2020-05-04|02:26:09|argonaaut_|3
2020-05-04|02:51:23|argonaaut_|3
2020-05-04|04:59:40|argonaaut_|3
2020-05-06|12:58:11|argonaaut_|3
2020-05-06|12:58:59|argonaaut_|3
2020-05-06|16:29:21|argonaaut_|3
2020-05-10|02:51:40|argonaaut_|3
2020-05-10|02:56:49|argonaaut_|3
2020-05-10|04:52:46|argonaaut_|3
2020-05-10|10:05:01|argonaaut_|3
2020-05-11|01:51:00|argonaaut_|3
2020-05-11|01:55:40|argonaaut_|3
2020-05-12|04:03:23|argonaaut_|3
2020-05-13|05:36:25|argonaaut_|3
2020-05-13|05:59:28|argonaaut_|3
2020-05-13|08:57:15|argonaaut_|3
2020-05-13|11:32:39|swift_afterglow|3
2020-05-13|11:37:25|argonaaut_|3
2020-05-13|12:15:27|argonaaut_|3
2020-05-13|12:17:10|argonaaut_|3
2020-05-13|12:35:26|argonaaut_|3
2020-05-13|13:23:08|argonaaut_|3
2020-05-13|14:11:16|argonaaut_|3
2020-05-14|05:35:57|argonaaut_|3
2020-05-14|05:36:08|argonaaut_|3
2020-05-14|13:03:04|argonaaut_|3
2020-05-14|16:39:44|argonaaut_|3
2020-05-14|16:47:05|argonaaut_|3
2020-05-15|01:34:18|argonaaut_|3
2020-05-15|03:08:54|argonaaut_|3
2020-05-15|03:11:02|argonaaut_|3
2020-05-15|03:14:38|argonaaut_|3
2020-05-15|03:36:13|argonaaut_|3
2020-05-15|03:38:45|argonaaut_|3
2020-05-15|03:56:36|argonaaut_|3
2020-05-15|11:32:42|argonaaut_|3
2020-05-15|13:02:40|argonaaut_|3
2020-05-15|13:07:39|argonaaut_|3
2020-05-15|14:56:44|argonaaut_|3
2020-05-15|14:58:55|argonaaut_|3
2020-05-15|16:43:53|argonaaut_|3
2020-05-15|16:49:08|argonaaut_|3
2020-05-15|16:50:30|argonaaut_|3
2020-05-15|16:54:06|argonaaut_|3
2020-05-16|09:39:23|argonaaut_|3
2020-05-16|13:56:37|argonaaut_|3
2020-05-16|14:11:42|argonaaut_|3
2020-05-16|16:19:19|argonaaut_|3
2020-05-16|16:54:26|argonaaut_|3
2020-05-17|02:43:39|argonaaut_|3
2020-05-17|14:24:54|argonaaut_|3
2020-05-17|14:28:31|argonaaut_|3
2020-05-17|14:31:25|argonaaut_|3
2020-05-17|14:33:12|argonaaut_|3
2020-05-17|16:02:27|argonaaut_|3
2020-05-18|12:08:54|argonaaut_|3
2020-05-18|16:07:26|argonaaut_|3
2020-05-18|16:10:22|argonaaut_|3
2020-05-19|02:29:55|argonaaut_|3
2020-05-19|02:31:54|argonaaut_|3
2020-05-19|02:36:56|argonaaut_|3
2020-05-19|02:46:02|argonaaut_|3
2020-05-19|05:02:05|argonaaut_|3
2020-05-19|14:53:11|missswifticana|3
2020-05-19|15:25:07|argonaaut_|3
2020-05-22|03:24:00|argonaaut_|3
2020-05-22|07:28:41|argonaaut_|3
2020-05-22|07:59:51|argonaaut_|3
2020-05-22|11:04:24|argonaaut_|3
2020-05-22|11:07:35|argonaaut_|3
2020-05-22|19:33:24|stopriots2020|3
2020-05-22|19:34:45|stopriots2020|3
2020-05-23|09:25:09|stopriots2020|3
2020-05-23|15:08:05|argonaaut_|3
2020-05-24|03:02:31|argonaaut_|3
2020-05-24|06:30:59|argonaaut_|3
2020-05-25|02:56:32|argonaaut_|3
2020-05-25|05:19:45|argonaaut_|3
2020-05-25|12:43:01|stopriots2020|3
2020-05-26|14:05:57|stopriots2020|3
2020-05-26|14:09:25|stopriots2020|3
2020-05-27|07:04:47|argonaaut_|3
2020-05-27|11:04:35|stopriots2020|3
2020-05-27|11:14:17|stopriots2020|3
2020-05-27|13:30:53|stopriots2020|3
2020-05-28|04:10:26|argonaaut_|3
2020-05-28|04:16:58|argonaaut_|3
2020-05-28|11:59:11|stopriots2020|3
2020-05-28|12:01:12|stopriots2020|3
2020-05-28|12:19:35|stopriots2020|3
2020-05-28|14:04:34|stopriots2020|3
2020-05-28|17:21:06|argonaaut_|3
2020-05-29|08:07:47|stopriots2020|3
2020-05-29|12:10:09|argonaaut_|3
2020-05-29|12:11:38|argonaaut_|3
2020-05-29|13:03:46|argonaaut_|3
2020-05-29|13:09:54|argonaaut_|3
2020-05-29|13:11:01|argonaaut_|3
2020-05-29|15:08:54|stopriots2020|3
2020-05-29|16:02:07|argonaaut_|3
2020-05-29|17:26:23|argonaaut_|3
2020-05-29|22:17:01|stopriots2020|3
2020-05-30|21:38:23|stopriots2020|3
2020-05-31|10:02:42|youranonnews|3
2020-05-31|16:55:40|chrisklemens|3
2020-05-31|20:22:58|gothicyg|3
2020-05-31|22:02:13|cammithy|3
2020-05-31|23:59:39|episcopalheart|3
2020-06-01|02:07:53|harllls_|3
2020-06-01|02:31:57|ayeesha_13|3
2020-06-01|04:01:29|spliffmeister|3
2020-06-01|08:02:32|the_full_octave|3
2020-06-01|08:05:19|frankstrovel|3
2020-06-01|08:07:56|dergin404|3
2020-06-01|08:38:11|dergin404|3
2020-06-01|10:35:51|dergin404|3
2020-06-01|12:25:02|youranomcentral|3
2015-09-08|10:38:41|diko_van|2
2018-08-02|16:38:59|diko_van|2
2018-09-02|16:18:11|diko_van|2
2018-11-25|13:40:44|juicyfruityyy|2
2019-10-30|05:14:31|elonmusk|2
2019-11-10|02:43:51|argonaaut_|2
2019-11-11|18:14:07|alliex|2
2020-01-02|16:19:19|argonaaut_|2
2020-01-02|16:27:00|argonaaut_|2
2020-01-09|10:55:55|anddddink|2
2020-01-23|10:01:25|argonaaut_|2
2020-01-29|03:44:22|argonaaut_|2
2020-02-10|01:43:49|argonaaut_|2
2020-02-15|10:09:13|argonaaut_|2
2020-02-26|07:16:23|argonaaut_|2
2020-02-26|07:19:31|argonaaut_|2
2020-03-01|16:02:38|argonaaut_|2
2020-03-01|16:03:58|argonaaut_|2
2020-03-02|11:21:09|argonaaut_|2
2020-03-04|13:36:30|argonaaut_|2
2020-03-07|06:57:37|argonaaut_|2
2020-03-12|03:09:17|argonaaut_|2
2020-03-14|18:53:59|argonaaut_|2
2020-03-16|11:15:04|argonaaut_|2
2020-03-18|17:57:18|argonaaut_|2
2020-03-19|04:16:25|argonaaut_|2
2020-03-22|08:54:50|argonaaut_|2
2020-03-22|09:49:42|argonaaut_|2
2020-03-24|03:50:55|argonaaut_|2
2020-03-24|05:17:08|argonaaut_|2
2020-03-26|15:10:42|argonaaut_|2
2020-03-27|05:52:31|argonaaut_|2
2020-03-27|12:24:44|argonaaut_|2
2020-03-27|13:06:06|argonaaut_|2
2020-03-27|13:10:49|argonaaut_|2
2020-03-29|15:58:15|argonaaut_|2
2020-03-30|06:55:44|argonaaut_|2
2020-03-30|12:29:15|argonaaut_|2
2020-04-02|12:07:17|argonaaut_|2
2020-04-04|16:53:37|argonaaut_|2
2020-04-07|02:27:47|argonaaut_|2
2020-04-09|11:38:12|argonaaut_|2
2020-04-10|03:17:46|argonaaut_|2
2020-04-13|13:30:11|argonaaut_|2
2020-04-14|15:00:29|argonaaut_|2
2020-04-14|16:00:07|argonaaut_|2
2020-04-14|16:01:23|argonaaut_|2
2020-04-15|16:48:23|argonaaut_|2
2020-04-16|02:20:18|argonaaut_|2
2020-04-16|05:48:39|argonaaut_|2
2020-04-16|05:51:19|argonaaut_|2
2020-04-16|05:52:58|argonaaut_|2
2020-04-16|07:57:10|argonaaut_|2
2020-04-17|13:12:33|argonaaut_|2
2020-04-17|14:03:29|argonaaut_|2
2020-04-18|04:11:33|argonaaut_|2
2020-04-18|13:15:06|argonaaut_|2
2020-04-18|13:17:09|argonaaut_|2
2020-04-19|15:17:47|argonaaut_|2
2020-04-20|02:18:06|argonaaut_|2
2020-04-20|02:30:46|argonaaut_|2
2020-04-20|02:31:51|argonaaut_|2
2020-04-20|06:30:49|argonaaut_|2
2020-04-20|16:22:30|argonaaut_|2
2020-04-20|16:23:20|argonaaut_|2
2020-04-21|03:27:49|argonaaut_|2
2020-04-21|05:30:02|argonaaut_|2
2020-04-21|08:45:23|argonaaut_|2
2020-04-22|01:43:23|argonaaut_|2
2020-04-22|02:14:25|argonaaut_|2
2020-04-23|07:39:43|argonaaut_|2
2020-04-23|07:41:47|argonaaut_|2
2020-04-23|07:44:15|argonaaut_|2
2020-04-23|07:59:45|argonaaut_|2
2020-04-23|08:04:33|argonaaut_|2
2020-04-23|08:06:52|argonaaut_|2
2020-04-23|08:33:00|argonaaut_|2
2020-04-23|16:32:09|argonaaut_|2
2020-04-24|04:16:41|argonaaut_|2
2020-04-24|15:16:33|argonaaut_|2
2020-04-24|15:18:43|argonaaut_|2
2020-04-25|12:53:39|argonaaut_|2
2020-04-26|13:09:20|argonaaut_|2
2020-04-26|13:21:13|argonaaut_|2
2020-04-29|01:40:59|argonaaut_|2
2020-04-30|12:33:44|argonaaut_|2
2020-05-01|02:56:22|argonaaut_|2
2020-05-01|16:07:44|argonaaut_|2
2020-05-03|14:31:32|argonaaut_|2
2020-05-03|14:34:10|argonaaut_|2
2020-05-03|14:34:52|argonaaut_|2
2020-05-05|02:36:09|argonaaut_|2
2020-05-05|10:50:45|argonaaut_|2
2020-05-06|11:35:35|argonaaut_|2
2020-05-06|12:56:25|argonaaut_|2
2020-05-06|15:00:46|argonaaut_|2
2020-05-06|16:27:35|argonaaut_|2
2020-05-06|20:48:18|stopriots2020|2
2020-05-07|14:48:47|argonaaut_|2
2020-05-07|14:49:12|argonaaut_|2
2020-05-08|02:30:28|argonaaut_|2
2020-05-08|06:59:16|argonaaut_|2
2020-05-09|15:51:43|argonaaut_|2
2020-05-10|07:44:21|argonaaut_|2
2020-05-10|10:09:16|argonaaut_|2
2020-05-11|01:53:41|argonaaut_|2
2020-05-11|16:22:46|argonaaut_|2
